"cell_line","reported_sex","XIST_expression_level","XIST_expression","XIST_log_expression","SRY_expression_level","SRY_expression","SRY_log_expression","RPS4Y1_expression_level","RPS4Y1_expression","RPS4Y1_log_expression","ZFY_expression_level","ZFY_expression","ZFY_log_expression","TGIF2LY_expression_level","TGIF2LY_expression","TGIF2LY_log_expression","PCDH11Y_expression_level","PCDH11Y_expression","PCDH11Y_log_expression","TBL1Y_expression_level","TBL1Y_expression","TBL1Y_log_expression","USP9Y_expression_level","USP9Y_expression","USP9Y_log_expression","DDX3Y_expression_level","DDX3Y_expression","DDX3Y_log_expression","UTY_expression_level","UTY_expression","UTY_log_expression","TMSB4Y_expression_level","TMSB4Y_expression","TMSB4Y_log_expression","NLGN4Y_expression_level","NLGN4Y_expression","NLGN4Y_log_expression","KDM5D_expression_level","KDM5D_expression","KDM5D_log_expression","EIF1AY_expression_level","EIF1AY_expression","EIF1AY_log_expression","RPS4Y2_expression_level","RPS4Y2_expression","RPS4Y2_log_expression"
"HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male","low_expression",53,3.97029191355212,"low_expression",2,0.693147180559945,"high_expression",24725,10.1155701564909,"high_expression",2497,7.82284529027977,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",2,0.693147180559945,"high_expression",7352,8.90272766403552,"high_expression",7909,8.97575663051942,"high_expression",2951,7.98989937494294,"high_expression",261,5.56452040732269,"high_expression",9513,9.16041456320646,"high_expression",7139,8.87332798950246,"high_expression",7696,8.94845599234554,"high_expression",88,4.47733681447821
"HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"low_expression",30,3.40119738166216,"low_expression",2,0.693147180559945,"high_expression",110975,11.6170602297022,"high_expression",3718,8.22094116828139,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"high_expression",11228,9.32616593748177,"high_expression",35731,10.4837739383112,"high_expression",4163,8.33399124719497,"intermediate_expression",31,3.43398720448515,"high_expression",2635,7.87663846097546,"high_expression",9030,9.10830764641103,"high_expression",13935,9.54215893991605,"intermediate_expression",13,2.56494935746154
"HDQP1_BREAST","female","low_expression",35,3.55534806148941,"low_expression",0,NA,"low_expression",40,3.68887945411394,"low_expression",1,0,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",24,3.17805383034795,"low_expression",0,NA,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",7,1.94591014905531,"low_expression",4,1.38629436111989,"low_expression",0,NA
"HEC108_ENDOMETRIUM","female","low_expression",58,4.06044301054642,"low_expression",0,NA,"low_expression",68,4.21950770517611,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",5,1.6094379124341,"low_expression",51,3.93182563272433,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",14,2.63905732961526,"low_expression",16,2.77258872223978,"low_expression",0,NA
"HEC151_ENDOMETRIUM","female","low_expression",65,4.17438726989564,"low_expression",0,NA,"low_expression",42,3.73766961828337,"low_expression",9,2.19722457733622,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",44,3.78418963391826,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",0,NA
"HEC1A_ENDOMETRIUM","female","low_expression",25,3.2188758248682,"low_expression",0,NA,"low_expression",195,5.27299955856375,"low_expression",9,2.19722457733622,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",24,3.17805383034795,"low_expression",87,4.46590811865458,"low_expression",12,2.484906649788,"low_expression",0,NA,"low_expression",3,1.09861228866811,"low_expression",19,2.94443897916644,"low_expression",39,3.66356164612965,"low_expression",0,NA
"HEC1B_ENDOMETRIUM","female","low_expression",51,3.93182563272433,"low_expression",0,NA,"low_expression",36,3.58351893845611,"low_expression",1,0,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",10,2.30258509299405,"low_expression",27,3.29583686600433,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",1,0,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",0,NA
"HEC251_ENDOMETRIUM","female","low_expression",38,3.63758615972639,"low_expression",0,NA,"low_expression",44,3.78418963391826,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",37,3.61091791264422,"low_expression",2,0.693147180559945,"low_expression",4,1.38629436111989,"low_expression",2,0.693147180559945,"low_expression",6,1.79175946922805,"low_expression",1,0,"low_expression",0,NA
"HEC265_ENDOMETRIUM","female","low_expression",53,3.97029191355212,"low_expression",1,0,"low_expression",41,3.71357206670431,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",12,2.484906649788,"low_expression",24,3.17805383034795,"low_expression",11,2.39789527279837,"low_expression",1,0,"low_expression",4,1.38629436111989,"low_expression",8,2.07944154167984,"low_expression",7,1.94591014905531,"low_expression",1,0
"HEC50B_ENDOMETRIUM","female","low_expression",45,3.80666248977032,"low_expression",0,NA,"low_expression",56,4.02535169073515,"low_expression",0,NA,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",12,2.484906649788,"low_expression",33,3.49650756146648,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",13,2.56494935746154,"low_expression",12,2.484906649788,"low_expression",0,NA
"HEC59_ENDOMETRIUM","female","low_expression",10038,9.21413317021488,"low_expression",0,NA,"low_expression",43,3.76120011569356,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",26,3.25809653802148,"low_expression",8,2.07944154167984,"low_expression",0,NA,"low_expression",11,2.39789527279837,"low_expression",4,1.38629436111989,"low_expression",6,1.79175946922805,"low_expression",0,NA
"HEC6_ENDOMETRIUM","female","low_expression",42,3.73766961828337,"low_expression",2,0.693147180559945,"low_expression",93,4.53259949315326,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",56,4.02535169073515,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",7,1.94591014905531,"low_expression",17,2.83321334405622,"low_expression",0,NA
"HEKTE_KIDNEY",NA,"low_expression",25036,10.1280700680446,"low_expression",1,0,"low_expression",32,3.46573590279973,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",22,3.09104245335832,"low_expression",3,1.09861228866811,"low_expression",1,0,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",0,NA
"HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male","low_expression",24,3.17805383034795,"low_expression",2,0.693147180559945,"high_expression",55131,10.9174674503635,"high_expression",5298,8.57508466983201,"intermediate_expression",5,1.6094379124341,"low_expression",3,1.09861228866811,"high_expression",12,2.484906649788,"high_expression",6748,8.81700144366586,"high_expression",45278,10.7205765422903,"high_expression",8944,9.09873819539488,"high_expression",638,6.45833828334479,"low_expression",0,NA,"high_expression",22347,10.0144473628444,"high_expression",14653,9.59240037163802,"low_expression",5,1.6094379124341
"HELA_CERVIX",NA,"low_expression",34,3.52636052461616,"low_expression",0,NA,"low_expression",44,3.78418963391826,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",13,2.56494935746154,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",7,1.94591014905531,"low_expression",15,2.70805020110221,"low_expression",0,NA
"HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male","low_expression",35,3.55534806148941,"low_expression",1,0,"high_expression",80209,11.2923910070098,"high_expression",3573,8.18116085802341,"high_expression",12,2.484906649788,"low_expression",0,NA,"high_expression",9,2.19722457733622,"high_expression",7069,8.86347430617095,"high_expression",31954,10.3720526475875,"high_expression",8004,8.98769669570362,"high_expression",763,6.63725803128446,"low_expression",2,0.693147180559945,"high_expression",23868,10.080293928642,"high_expression",12613,9.44248330708719,"high_expression",34,3.52636052461616
"HEP3B217_LIVER","male","low_expression",36,3.58351893845611,"low_expression",0,NA,"low_expression",29,3.36729582998647,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",24,3.17805383034795,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",5,1.6094379124341,"low_expression",9,2.19722457733622,"low_expression",0,NA
"HEPG2_LIVER","male","low_expression",19,2.94443897916644,"high_expression",131,4.87519732320115,"high_expression",42443,10.6559172782598,"high_expression",1420,7.25841215059531,"low_expression",0,NA,"low_expression",0,NA,"high_expression",53,3.97029191355212,"high_expression",3482,8.15536212032814,"high_expression",16976,9.73955586085376,"low_expression",12,2.484906649788,"low_expression",22,3.09104245335832,"high_expression",2016,7.60887062919126,"high_expression",5139,8.54461378699223,"high_expression",3698,8.21554741194707,"low_expression",2,0.693147180559945
"HEYA8_OVARY","female","low_expression",8849,9.08805973726735,"low_expression",0,NA,"low_expression",35,3.55534806148941,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",7,1.94591014905531,"low_expression",19,2.94443897916644,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",3,1.09861228866811,"low_expression",8,2.07944154167984,"low_expression",6,1.79175946922805,"low_expression",0,NA
"HGC27_STOMACH",NA,"low_expression",25,3.2188758248682,"low_expression",0,NA,"low_expression",18,2.89037175789616,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",10,2.30258509299405,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",3,1.09861228866811,"low_expression",0,NA
"HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male","low_expression",55,4.00733318523247,"low_expression",0,NA,"low_expression",37,3.61091791264422,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",26,3.25809653802148,"low_expression",6,1.79175946922805,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",4,1.38629436111989,"low_expression",1,0
"HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female","low_expression",719,6.57786135772105,"low_expression",0,NA,"low_expression",165,5.10594547390058,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",29,3.36729582998647,"low_expression",51,3.93182563272433,"low_expression",10,2.30258509299405,"low_expression",3,1.09861228866811,"low_expression",30,3.40119738166216,"low_expression",22,3.09104245335832,"low_expression",20,2.99573227355399,"low_expression",0,NA
"HLFA_FIBROBLAST","female","low_expression",36001,10.4913019948302,"low_expression",0,NA,"low_expression",33,3.49650756146648,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",1,0,"low_expression",15,2.70805020110221,"low_expression",4,1.38629436111989,"low_expression",1,0,"low_expression",2,0.693147180559945,"low_expression",7,1.94591014905531,"low_expression",4,1.38629436111989,"low_expression",0,NA
"HLF_LIVER","male","low_expression",19947,9.90083403507056,"low_expression",0,NA,"low_expression",33,3.49650756146648,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",10,2.30258509299405,"low_expression",1,0,"low_expression",2,0.693147180559945,"low_expression",14,2.63905732961526,"low_expression",8,2.07944154167984,"low_expression",0,NA,"low_expression",48,3.87120101090789,"low_expression",4,1.38629436111989,"low_expression",4,1.38629436111989,"low_expression",0,NA
"HMC18_BREAST","female","low_expression",55,4.00733318523247,"low_expression",0,NA,"low_expression",41,3.71357206670431,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",32,3.46573590279973,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",8,2.07944154167984,"low_expression",4,1.38629436111989,"low_expression",0,NA
"HMCB_SKIN",NA,"low_expression",30065,10.3111169834737,"low_expression",0,NA,"low_expression",41,3.71357206670431,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",4,1.38629436111989,"low_expression",10,2.30258509299405,"low_expression",38,3.63758615972639,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",47,3.85014760171006,"low_expression",10,2.30258509299405,"low_expression",4,1.38629436111989,"low_expression",0,NA
"HMEL_BREAST",NA,"low_expression",65242,11.0858587123043,"low_expression",0,NA,"low_expression",32,3.46573590279973,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",21,3.04452243772342,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",44,3.78418963391826,"low_expression",4,1.38629436111989,"low_expression",3,1.09861228866811,"low_expression",0,NA
"HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"low_expression",52952,10.8771411217988,"low_expression",0,NA,"low_expression",31,3.43398720448515,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",30,3.40119738166216,"low_expression",4,1.38629436111989,"low_expression",1,0,"low_expression",0,NA,"low_expression",11,2.39789527279837,"low_expression",12,2.484906649788,"low_expression",0,NA
"HOP62_LUNG",NA,"low_expression",38,3.63758615972639,"low_expression",0,NA,"low_expression",20,2.99573227355399,"low_expression",0,NA,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",11,2.39789527279837,"low_expression",3,1.09861228866811,"low_expression",2,0.693147180559945,"low_expression",5,1.6094379124341,"low_expression",2,0.693147180559945,"low_expression",6,1.79175946922805,"low_expression",0,NA
"HOP92_LUNG",NA,"low_expression",61,4.11087386417331,"low_expression",0,NA,"low_expression",58,4.06044301054642,"low_expression",0,NA,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",12,2.484906649788,"low_expression",21,3.04452243772342,"low_expression",4,1.38629436111989,"low_expression",8,2.07944154167984,"low_expression",4,1.38629436111989,"low_expression",2,0.693147180559945,"low_expression",8,2.07944154167984,"low_expression",0,NA
"HOS_BONE","female","low_expression",43,3.76120011569356,"low_expression",0,NA,"low_expression",41,3.71357206670431,"low_expression",10,2.30258509299405,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",30,3.40119738166216,"low_expression",7,1.94591014905531,"low_expression",4,1.38629436111989,"low_expression",5,1.6094379124341,"low_expression",4,1.38629436111989,"low_expression",3,1.09861228866811,"low_expression",0,NA
"HPAC_PANCREAS","female","low_expression",44,3.78418963391826,"low_expression",0,NA,"low_expression",43,3.76120011569356,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",8,2.07944154167984,"low_expression",7,1.94591014905531,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",4,1.38629436111989,"low_expression",3,1.09861228866811,"low_expression",0,NA
"HPAFII_PANCREAS","male","low_expression",80,4.38202663467388,"low_expression",0,NA,"low_expression",44,3.78418963391826,"low_expression",9,2.19722457733622,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",25,3.2188758248682,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",7,1.94591014905531,"low_expression",6,1.79175946922805,"low_expression",0,NA
"HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male","low_expression",48,3.87120101090789,"low_expression",1,0,"high_expression",67821,11.1246271604839,"high_expression",2088,7.64396194900253,"low_expression",0,NA,"low_expression",13,2.56494935746154,"high_expression",170,5.13579843705026,"high_expression",10910,9.29743507882712,"high_expression",32101,10.3766424612808,"high_expression",5678,8.64435433703292,"high_expression",541,6.29341927884648,"low_expression",20,2.99573227355399,"high_expression",15129,9.62436871074483,"high_expression",7372,8.90544431878971,"intermediate_expression",23,3.13549421592915
"HS172T_FIBROBLAST","male","low_expression",96,4.56434819146784,"low_expression",0,NA,"high_expression",16463,9.70887071764802,"high_expression",3633,8.1978140322212,"low_expression",1,0,"low_expression",0,NA,"low_expression",0,NA,"high_expression",14126,9.55577234996887,"high_expression",13721,9.52668278492117,"high_expression",2172,7.68340368105383,"intermediate_expression",71,4.26267987704132,"intermediate_expression",1383,7.23201033166476,"high_expression",3983,8.28979058318164,"high_expression",6183,8.72955886955857,"low_expression",2,0.693147180559945
"HS229T_FIBROBLAST","male","low_expression",49,3.89182029811063,"low_expression",0,NA,"high_expression",35476,10.4766116904963,"high_expression",2713,7.90581031265893,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"high_expression",3925,8.27512163021651,"high_expression",8690,9.06992821825944,"high_expression",1194,7.08506429395255,"intermediate_expression",72,4.27666611901606,"intermediate_expression",1261,7.13966033596492,"high_expression",3132,8.04942705711069,"high_expression",4192,8.34093322600088,"intermediate_expression",13,2.56494935746154
"HS255T_FIBROBLAST","female","low_expression",45385,10.7229369329607,"low_expression",0,NA,"low_expression",63,4.14313472639153,"low_expression",14,2.63905732961526,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",10,2.30258509299405,"low_expression",26,3.25809653802148,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",10,2.30258509299405,"low_expression",8,2.07944154167984,"low_expression",0,NA
"HS274T_FIBROBLAST","female","low_expression",15824,9.66928305386249,"low_expression",0,NA,"low_expression",72,4.27666611901606,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",12,2.484906649788,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",1,0,"low_expression",4,1.38629436111989,"low_expression",0,NA
"HS281T_FIBROBLAST","female","low_expression",42417,10.65530450426,"low_expression",0,NA,"low_expression",50,3.91202300542815,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",15,2.70805020110221,"low_expression",1,0,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",9,2.19722457733622,"low_expression",1,0,"low_expression",0,NA
"HS294T_SKIN","male","low_expression",23266,10.0547483463767,"low_expression",0,NA,"low_expression",38,3.63758615972639,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",13,2.56494935746154,"low_expression",3,1.09861228866811,"low_expression",0,NA,"intermediate_expression",436,6.07764224334903,"low_expression",3,1.09861228866811,"low_expression",7,1.94591014905531,"low_expression",1,0
"HS343T_FIBROBLAST","female","low_expression",33192,10.4100641620127,"low_expression",0,NA,"low_expression",40,3.68887945411394,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",37,3.61091791264422,"low_expression",2,0.693147180559945,"low_expression",6,1.79175946922805,"low_expression",4,1.38629436111989,"low_expression",6,1.79175946922805,"low_expression",4,1.38629436111989,"low_expression",0,NA
"HS578T_BREAST","female","low_expression",50,3.91202300542815,"low_expression",0,NA,"low_expression",33,3.49650756146648,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",11,2.39789527279837,"low_expression",3,1.09861228866811,"low_expression",2,0.693147180559945,"low_expression",6,1.79175946922805,"low_expression",1,0,"low_expression",0,NA,"low_expression",0,NA
"HS600T_FIBROBLAST",NA,"low_expression",35,3.55534806148941,"high_expression",26,3.25809653802148,"high_expression",18851,9.84432124186691,"high_expression",2299,7.74022952476318,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"high_expression",4447,8.3999849905107,"high_expression",13212,9.48888078651068,"high_expression",1302,7.17165682276851,"intermediate_expression",55,4.00733318523247,"high_expression",3003,8.00736706798333,"high_expression",3748,8.22897764335831,"high_expression",2799,7.93701748951545,"intermediate_expression",16,2.77258872223978
"HS606T_FIBROBLAST","female","low_expression",36425,10.5030106310634,"low_expression",0,NA,"low_expression",68,4.21950770517611,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",0,NA,"low_expression",3,1.09861228866811,"low_expression",6,1.79175946922805,"low_expression",27,3.29583686600433,"low_expression",10,2.30258509299405,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",2,0.693147180559945,"low_expression",0,NA
"HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female","low_expression",92666,11.4367569097342,"low_expression",1,0,"low_expression",51,3.93182563272433,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",12,2.484906649788,"low_expression",46,3.8286413964891,"low_expression",2,0.693147180559945,"low_expression",1,0,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",5,1.6094379124341,"low_expression",0,NA
"HS616T_FIBROBLAST","male","low_expression",36,3.58351893845611,"low_expression",0,NA,"high_expression",28944,10.2731182076351,"high_expression",3084,8.03398273468322,"low_expression",1,0,"low_expression",0,NA,"low_expression",0,NA,"high_expression",7065,8.86290829511863,"high_expression",13104,9.48067280609285,"high_expression",2037,7.61923341622681,"intermediate_expression",90,4.49980967033027,"high_expression",3874,8.26204284396694,"high_expression",5726,8.65277248565806,"high_expression",3321,8.10802122137675,"low_expression",4,1.38629436111989
"HS618T_FIBROBLAST","female","low_expression",38568,10.5601781960855,"low_expression",0,NA,"low_expression",49,3.89182029811063,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",26,3.25809653802148,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",2,0.693147180559945,"low_expression",0,NA
"HS675T_FIBROBLAST","male","low_expression",68,4.21950770517611,"low_expression",0,NA,"high_expression",36902,10.5160210291018,"high_expression",2348,7.76131918094799,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"high_expression",8834,9.08636319215647,"high_expression",10756,9.28321901738876,"high_expression",1918,7.55903825544338,"low_expression",7,1.94591014905531,"intermediate_expression",780,6.65929391968364,"high_expression",5790,8.66388757056704,"high_expression",4761,8.46821300919452,"intermediate_expression",13,2.56494935746154
"HS683_CENTRAL_NERVOUS_SYSTEM","male","low_expression",196,5.27811465923052,"intermediate_expression",4,1.38629436111989,"high_expression",31861,10.369137970291,"high_expression",2782,7.93092537248339,"low_expression",2,0.693147180559945,"low_expression",1,0,"low_expression",2,0.693147180559945,"high_expression",6858,8.83317113302287,"high_expression",14290,9.56731527092391,"high_expression",2656,7.88457651059632,"high_expression",164,5.0998664278242,"high_expression",2883,7.9665866976384,"high_expression",6899,8.83913175254611,"high_expression",4965,8.51016857647927,"low_expression",6,1.79175946922805
"HS688AT_FIBROBLAST","male","low_expression",42,3.73766961828337,"high_expression",42,3.73766961828337,"high_expression",24720,10.1153679115716,"high_expression",2402,7.78405700263993,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"high_expression",4811,8.47866024169945,"high_expression",7825,8.96507901540835,"high_expression",1365,7.21890970761906,"intermediate_expression",45,3.80666248977032,"high_expression",3782,8.2380082492184,"high_expression",4633,8.44095988541665,"high_expression",2281,7.73236922228439,"low_expression",7,1.94591014905531
"HS695T_SKIN","male","low_expression",61,4.11087386417331,"low_expression",0,NA,"high_expression",32757,10.3968719586822,"high_expression",2442,7.80057265467065,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",1,0,"high_expression",3575,8.18172045512811,"high_expression",17327,9.76002125751085,"high_expression",2845,7.95331834656043,"high_expression",134,4.89783979995091,"high_expression",1758,7.47193207824512,"high_expression",5560,8.62335338724463,"high_expression",3341,8.11402544235676,"intermediate_expression",23,3.13549421592915
"HS698T_FIBROBLAST","male","low_expression",31,3.43398720448515,"low_expression",0,NA,"low_expression",48,3.87120101090789,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",14,2.63905732961526,"low_expression",17,2.83321334405622,"low_expression",10,2.30258509299405,"low_expression",2,0.693147180559945,"low_expression",4,1.38629436111989,"low_expression",14,2.63905732961526,"low_expression",5,1.6094379124341,"low_expression",0,NA
"HS706T_BONE","female","low_expression",50194,10.8236507766242,"low_expression",0,NA,"low_expression",52,3.95124371858143,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",24,3.17805383034795,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",11,2.39789527279837,"low_expression",10,2.30258509299405,"low_expression",7,1.94591014905531,"low_expression",0,NA
"HS729_SOFT_TISSUE","male","low_expression",46,3.8286413964891,"high_expression",26,3.25809653802148,"high_expression",40588,10.611227735399,"high_expression",3682,8.21121136179302,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",0,NA,"high_expression",10698,9.2778120870912,"high_expression",17764,9.78492921641199,"high_expression",2846,7.9536697786498,"high_expression",264,5.57594910314632,"high_expression",13941,9.54258941775309,"high_expression",6470,8.77493138749495,"intermediate_expression",158,5.06259503302697,"intermediate_expression",19,2.94443897916644
"HS737T_FIBROBLAST","female","low_expression",30155,10.3141060258851,"low_expression",0,NA,"low_expression",34,3.52636052461616,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",17,2.83321334405622,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",4,1.38629436111989,"low_expression",0,NA
"HS739T_FIBROBLAST","female","low_expression",48575,10.7908642742456,"low_expression",0,NA,"low_expression",28,3.3322045101752,"low_expression",11,2.39789527279837,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",16,2.77258872223978,"low_expression",39,3.66356164612965,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",6,1.79175946922805,"low_expression",0,NA
"HS742T_FIBROBLAST","female","low_expression",13461,9.50755189464409,"low_expression",0,NA,"low_expression",36,3.58351893845611,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",27,3.29583686600433,"low_expression",4,1.38629436111989,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",6,1.79175946922805,"low_expression",0,NA
